respid,collect.id,startdate,enddate,freq.visit,freq.other,access.train,access.unitrans,access.amtrakbus,access.park,access.enjoy,access.other,time.visit,time.other,duration.visit,who.with,with.other,tripstart,start.other,tripend,end.other,zip,access.mode,access.other,walk.far,walk.issues,walk.weather,walk.safety,walk.facilities,bike.facilities,bike.far,bike.notown,bike.network,bike.safety,bike.ability,bike.weather,bike.amenities,bike.issues,bike.never,bike.parking,transit.farhome,transit.farwork,transit.time,transit.costs,transit.complex,transit.safety,transit.routes,transit.times,transit.frequency,transit.parkingcheap,transit.never,transit.unreliable,safety.satisfied,bike.satisfied,walk.satisfied,transit.satisfied,driving.satisfied,parking.satisfied,activity.satisfied,architecture.enjoy,access.enjoy,clean.enjoy,quiet.ejoy,lively.enjoy,parking.enjoy,useful.enjoy,other.enjoy,bus.support,signs.support,pedestrian.support,dropoff.support,bikepark.support,carpark.support,bathroom.support,art.support,coffee.support,bikevalet.support,stores.support,housing.support,office.support,plaza.support,cultural.support,evcharge.support,indoorbike.support,openresponse,noneed.prevent,difficult.prevent,parking.prevent,safety.prevent,trainservice.prevent,activity.prevent,bus.encourage,signs.encourage,pedestrain.encourage,dropoff.encourage,bikepark.encourage,carpark.encourage,bathroom.encourage,art.encourage,coffee.encourage,bikevalet.enocurage,store.encourage,housing.encourage,office.encourage,activespace.encourage,performance.encourage,openspace.encourage,plaza.encourage,cultural.encourage,evcharge.encourage,trainservice.encourage,future.vision,zipcode,updates,gender,gender.other,lgbt,asian,black.african,Caucasian,hispanic.latinx,native.american,pacific.island,ethnicity.notsay,ethnicity.other,age,hh.ft.wrkr,hhincome,hhvehicles
10830469709,235066737,2019-06-28 23:57:14,2019-06-29 0:11:43,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Weekends and/or holidays,,5-30 minutes,My whole family.,,Somewhere else in Davis,,Bay Area,,95618,I get picked up/dropped off by a friend or family member,,First reason,Third reason,Second reason,,,,,Third reason,,First reason,,,,Second reason,,,,,Second reason,,First reason,Third reason,,,,,,,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,,Nearby restaurants when guests visit ,Neutral,Support,Strongly support,Strongly support,Neutral,Oppose,Strongly support,Oppose,Strongly oppose,Neutral,Strongly support,Strongly support,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Neutral,I would ride Unitrans to get there  but I do not feel safe on it due to mentally ill or drug addicted transients on it especially in weekends. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,55-64,1,"Between $30,000 and $49,999",3
10830463236,235066737,2019-06-28 23:46:19,2019-06-28 23:54:58,Once a month,,,,,,To enjoy the public spaces at the station.,,During the day,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I drive alone,,Second reason,,First reason,,,,,,First reason,,,Second reason,,,,,,,Third reason,First reason,Second reason,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,,,,Support,Support,Support,Support,Strongly support,Strongly support,Strongly support,Support,Support,Strongly support,Support,Strongly oppose,Oppose,Strongly support,Support,Oppose,Strongly support,"Would be nice if there was a small and friendly, but fully equiped police unit stationed there, manned with a couple of officers, with all-round public service. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,45-54,2,"Between $15,000 and $29,999",2
10830443592,235066737,2019-06-28 23:11:44,2019-06-28 23:20:41,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning only,,5 minutes or less,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95618,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Very Satisfied,,,Clean and well-maintained,,,,Useful transportation services,,Neutral,Support,Neutral,Strongly support,Neutral,Strongly support,Neutral,Support,Neutral,Support,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly support,Neutral,Parking lot entrance is awkward with unconventional stop sign configuration combined with pedestrian traffic. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,45-54,2,"Over $150,000",2
10830411931,235066737,2019-06-28 22:17:19,2019-06-28 22:21:03,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Somewhat false,Neither true nor false,False,True,False,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Probably not,Definitely not,Probably not,Probably not,Definitely not,Probably not,Probably not,Definitely not,Definitely not,Definitely not,Probably not,Definitely not,Probably not,Definitely not,Maybe,,95618,No,Male,,No,,,Caucasian,,,,,,45-54,2,"Over $150,000",3
10830376868,235066737,2019-06-28 21:21:56,2019-06-28 21:27:19,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,Somewhat false,True,False,Yes,Definitely not,Yes,Probably not,Probably not,Yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Yes,"Getting through downtown to the Amtrak station is a nightmare. I would love to take it to work in downtown Sacramento, but there isn't parking, driving through downtown from West Davis takes 15 minutes, biking takes just as long, and the service times to and from Sacramento for work are poor. It is unfortunate that the cheapest (! Including paying for parking downtown!) and quickest option is driving to Sacramento. Bus service to/from Amtrak to West Davis is very poor and always includes a long stop over at the MU.  Bus service to downtown Sacramento in general is bad, the buses from West Davis are late or don't show up. ",95616,Yes,Female,,No,,,,Hispanic/Latinx,,,,,25-34,2,"Between $100,000 and $150,000",2
10830371144,235066737,2019-06-28 21:13:43,2019-06-28 21:28:40,Once a month,,,,,I park at the station when I visit Downtown Davis.,To enjoy the public spaces at the station.,,During the day,,5-30 minutes,My whole family.,,Downtown Davis,,UC Davis,,95616,I get picked up/dropped off by a taxi/Uber/Lyft,,Third reason,Second reason,First reason,,,,,,,Third reason,,,,Second reason,,First reason,Third reason,,First reason,,,Second reason,,,,,,,Satisfied,Neutral,Very Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,,Easy to access location,Clean and well-maintained,,,,Useful transportation services,,Strongly support,Strongly support,Strongly support,Support,Strongly support,Neutral,Strongly support,Strongly support,Neutral,Oppose,Neutral,Strongly oppose,Oppose,Strongly support,Support,Strongly support,Strongly support,"The station is safe but the homeless continue to live too close, and the kids have to cross everyday to go to school.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,,Hispanic/Latinx,,,,,45-54,2,"Between $30,000 and $49,999",0
10830359418,235066737,2019-06-28 20:57:05,2019-06-28 21:06:29,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Weekends and/or holidays,,30 minutes - 1 hour,My whole family.,,Somewhere else in Davis,,Bay Area,,95618,I get picked up/dropped off by a friend or family member,,First reason,,,Third reason,Second reason,,,,First reason,Second reason,,Third reason,,,,,First reason,,Second reason,,,,,Third reason,,,,,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Historic architecture,,Clean and well-maintained,,,,,,Strongly support,Support,Strongly support,Strongly support,Strongly support,Support,Strongly support,Strongly support,Strongly support,Support,Support,Strongly oppose,Neutral,Support,Support,Strongly support,Strongly support,It’s hard to bike or walk to the station when you have luggage. So driving is often the best option to get to and from the train.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,45-54,2,"Over $150,000",3
10830337277,235066737,2019-06-28 20:27:41,2019-06-28 20:31:00,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Somewhat true,False,False,Somewhat true,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Maybe,Probably not,Probably not,Maybe,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Definitely not,Probably not,,95616,No,Female,,No,,,,Hispanic/Latinx,,,,,18-24,1,"Between $30,000 and $49,999",2
10830333219,235066737,2019-06-28 20:21:47,2019-06-28 20:27:59,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Neither true nor false,Somewhat true,Somewhat true,Somewhat false,Somewhat true,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Definitely not,Probably not,Yes,Yes,Maybe,Yes,Yes,Probably not,Yes,,95828,Yes,Prefer not to say,,Prefer not to say,,,,,,,Prefer not to say,,45-54,2,,2
10830316013,235066737,2019-06-28 20:00:37,2019-06-28 20:13:32,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,to drop or pick up someone,During the day,,5-30 minutes,I'm always alone.,,Downtown Davis,,Bay Area,,95616,I get picked up/dropped off by a friend or family member,,Third reason,,First reason,,Second reason,Second reason,First reason,,,,,Third reason,,,,,,,,,,,Third reason,Second reason,First reason,,,,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,Useful transportation services,the piano,Support,Neutral,Strongly support,Strongly support,Support,Support,Neutral,Strongly support,Strongly support,Support,Support,Oppose,Neutral,Support,Neutral,Strongly support,Support,"Your survey was a bit flawed, because in your questions you never took into consideration that your customers won't walk or bike to the train station... simply because they have two many luggages, or the one they carry is too heavy to walk around town with... Coffee shop while waiting for the train would be nice, meaning while sitting and snacking, being able to see updates regarding the trip, as opposed to just receiving a text message which we might miss.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,Black/African,,,,,,,35-44,4 or more,"Between $30,000 and $49,999",1
10830314202,235066737,2019-06-28 19:59:45,2019-06-28 20:00:01,Once a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10830246243,235066737,2019-06-28 18:43:40,2019-06-28 18:47:40,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Somewhat true,True,Neither true nor false,True,Neither true nor false,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Probably not,Maybe,Yes,Maybe,Definitely not,Probably not,Probably not,Probably not,Probably not,Probably not,Yes,Maybe,Yes,"I need to travel to the South Bay 5-6 times per year.  Parking (lack), bathrooms (are there even any?  I have no idea), and train delays (not being confident that I'll make my meetings on time) are reasons I drive instead of ride.  I live in far East Davis, so I need to be able to park for early morning departures/late night arrivals.",95618,Yes,Female,,No,,,Caucasian,,,,,,35-44,2,"Over $150,000",2
10830164347,235066737,2019-06-28 17:12:24,2019-06-28 17:16:31,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I get picked up/dropped off by a friend or family member,,First reason,Second reason,Third reason,,,,,,,First reason,,Second reason,,Third reason,,,,,Second reason,,First reason,,Third reason,,,,,,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,Very Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,,,,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Neutral,Strongly support,Strongly support,Strongly support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,55-64,0,"Between $50,000 and $74,999",2
10830106533,235066737,2019-06-28 16:14:45,2019-06-28 16:18:27,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither true nor false,True,True,Somewhat true,True,Neither true nor false,Yes,Maybe,Yes,Yes,Maybe,Maybe,,Probably not,Yes,,Definitely not,Probably not,Definitely not,Probably not,Definitely not,Probably not,Probably not,Definitely not,Maybe,Yes,Security early/late continues to be a reason our family does not use the train more often...,95616,Yes,Prefer not to say,,,,,,,,,Prefer not to say,,55-64,2,"Between $100,000 and $150,000",3
10830100520,235066737,2019-06-28 16:09:08,2019-06-28 16:12:04,Once a week,,,,,I park at the station when I visit Downtown Davis.,,,Evening only,,5 minutes or less,A group of friends or colleagues.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I drive with others,,First reason,,,,,,First reason,,,,,,,,,,,,First reason,,,,,,,,,,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,Useful transportation services,,Support,Support,Strongly support,Support,Support,Strongly support,Support,Strongly support,Support,Support,Support,Support,Support,Strongly support,Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,Prefer not to say,,,Caucasian,,,,,,25-34,4 or more,"Between $50,000 and $74,999",4 or more
10830078563,235066737,2019-06-28 15:49:54,2019-06-28 15:53:24,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I drive alone,,First reason,,Third reason,Second reason,,Third reason,First reason,,,,,,,,,Second reason,,,First reason,,,,,Third reason,Second reason,,,,Satisfied,Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Historic architecture,Easy to access location,,,,,,Downtown Davis,Support,Strongly support,Strongly support,Support,Strongly support,Neutral,Support,Support,Neutral,Support,Neutral,Strongly support,Support,Neutral,Support,Strongly support,,More housing nearby a transit hub like the Davis Amtrak Station makes a lot of sense.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,25-34,2,"Between $50,000 and $74,999",3
10830046324,235066737,2019-06-28 15:23:39,2019-06-28 15:29:48,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Weekends and/or holidays,,5 minutes or less,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95616,I get picked up/dropped off by a friend or family member,,Third reason,,First reason,,Second reason,,,First reason,,,,,,,,,,,First reason,,Second reason,,,,,,,,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,Useful transportation services,,Neutral,Support,Strongly support,Strongly support,Support,Strongly support,Oppose,Strongly support,Strongly support,Neutral,Neutral,Strongly oppose,Neutral,Strongly support,Strongly support,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,35-44,2,"Between $75,000 and $99,999",2
10830038386,235066737,2019-06-28 15:15:59,2019-06-28 15:21:45,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Morning and evening,,5 minutes or less,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Historic architecture,,,,,,,Shady area with the granite boulders - beautiful.  Watching people get on and off the train - fun.,Support,Strongly support,Support,Support,Strongly support,Neutral,Strongly support,Strongly support,Support,Strongly support,Neutral,Strongly support,Neutral,Strongly support,Support,Strongly support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,55-64,4 or more,"Over $150,000",2
10830029788,235066737,2019-06-28 15:10:43,2019-06-28 15:11:06,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10830015169,235066737,2019-06-28 14:59:58,2019-06-28 15:04:41,2 to 4 days a week,,,,To access Amtrak bus connections.,I park at the station when I visit Downtown Davis.,,,During the day,,More than 1 hour,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95618,I drive with others,,First reason,,,Third reason,Second reason,,,First reason,,,,,,,,,,,First reason,,,,,,,,,,Satisfied,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Neutral,,,,,,Convenient parking,,,Neutral,Strongly support,Strongly support,Strongly support,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Strongly support,Strongly oppose,Strongly oppose,Strongly support,Strongly support,Strongly oppose,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,,Hispanic/Latinx,,,,,18-24,4 or more,"Between $50,000 and $74,999",4 or more
10830004684,235066737,2019-06-28 14:52:20,2019-06-28 14:58:26,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Weekends and/or holidays,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I get picked up/dropped off by a taxi/Uber/Lyft,,First reason,,Third reason,,Second reason,,First reason,,,,,,Second reason,Third reason,,,,First reason,,,Second reason,Third reason,,,,,,,Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,,Easy to access location,,,,Convenient parking,,,Support,Support,Support,Support,Neutral,Oppose,Strongly support,Support,Support,Support,Strongly support,Support,Neutral,Support,,Neutral,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,Asian,,,,,,,,18-24,1,"Between $30,000 and $49,999",0
10829978643,235066737,2019-06-28 14:34:49,2019-06-28 14:39:18,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",To access Unitrans bus service.,To access Amtrak bus connections.,,To enjoy the public spaces at the station.,,During the day,,30 minutes - 1 hour,I'm always alone.,,Somewhere else in Davis,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95618,I transfer to/from another transit service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,,,,,Useful transportation services,,Support,Support,Support,Support,Support,Support,Strongly support,Strongly support,Support,Neutral,Neutral,Strongly oppose,Neutral,Oppose,Support,Strongly support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,35-44,1,"Between $15,000 and $29,999",0
10829933203,235066737,2019-06-28 14:04:54,2019-06-28 14:12:52,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat true,Somewhat true,Neither true nor false,Somewhat false,Neither true nor false,Somewhat true,Yes,Yes,Yes,Maybe,Yes,Definitely not,Yes,Maybe,Maybe,Yes,Maybe,Definitely not,Definitely not,Yes,Maybe,Maybe,Maybe,Yes,Definitely not,Yes,More information about options for international students. I would want you to have student rail travel programs so that students get discount and see some touristic destinations in California or even near states.,95616,Yes,Female,,No,,,,,,,,European,25-34,1,"Between $15,000 and $29,999",0
